"ref_num","category"
"MO-006078","Inpatient Hospitals (other than children's hospitals)"
"MO-006079","Sexually Transmitted Disease Clinics"
"MO-006080","Rural Health Clinics"
"MO-006081","Family Planning Providers"
"MO-006081","Sexually Transmitted Disease Clinics"
"MO-006082","Rural Health Clinics"
"MO-006083","Rural Health Clinics"
"MO-006084","Inpatient Hospitals (other than children's hospitals)"
"MO-006085","Rural Health Clinics"
"MO-006086","Rural Health Clinics"
"MO-006087","Rural Health Clinics"
"MO-006088","Federally Qualified Health Centers - Medical Services"
"MO-006089","Rural Health Clinics"
"MO-006090","Rural Health Clinics"
"MO-006091","Dental Providers"
"MO-006091","Federally Qualified Health Centers - Medical Services"
"MO-006092","Rural Health Clinics"
"MO-006093","Dental Providers"
"MO-006094","Family Planning Providers"
"MO-006094","Other ECP Providers"
"MO-006095","Inpatient Hospitals (other than children's hospitals)"
"MO-006096","Rural Health Clinics"
"MO-006097","Community Mental Health Centers"
"MO-006097","Rural Health Clinics"
"MO-006098","Federally Qualified Health Centers - Medical Services"
"MO-006099","Dental Providers"
"MO-006099","Federally Qualified Health Centers - Medical Services"
"MO-006100","Federally Qualified Health Centers - Medical Services"
"MO-006101","Dental Providers"
"MO-006101","Federally Qualified Health Centers - Medical Services"
"MO-006102","Rural Health Clinics"
"MO-006103","Dental Providers"
"MO-006103","Family Planning Providers"
"MO-006103","Federally Qualified Health Centers - Medical Services"
"MO-006104","Dental Providers"
"MO-006104","Family Planning Providers"
"MO-006104","Federally Qualified Health Centers - Medical Services"
"MO-006105","Rural Health Clinics"
"MO-006106","Rural Health Clinics"
"MO-006107","Rural Health Clinics"
"MO-006108","Dental Providers"
"MO-006108","Federally Qualified Health Centers - Medical Services"
"MO-006109","Federally Qualified Health Centers - Medical Services"
"MO-006110","Rural Health Clinics"
"MO-006111","Dental Providers"
"MO-006112","Rural Health Clinics"
"MO-006113","Rural Health Clinics"
"MO-006114","Rural Health Clinics"
"MO-006115","Dental Providers"
"MO-006116","Federally Qualified Health Centers - Medical Services"
"MO-006117","Family Planning Providers"
"MO-006118","Rural Health Clinics"
"MO-006119","Other ECP Providers"
"MO-006119","Rural Health Clinics"
"MO-006120","Rural Health Clinics"
"MO-006121","Inpatient Hospitals (other than children's hospitals)"
"MO-006122","Dental Providers"
"MO-006123","Family Planning Providers"
"MO-006123","Other ECP Providers"
"MO-006124","Inpatient Hospitals (other than children's hospitals)"
"MO-006125","Rural Health Clinics"
"MO-006126","Dental Providers"
"MO-006126","Federally Qualified Health Centers - Medical Services"
"MO-006127","Federally Qualified Health Centers - Medical Services"
"MO-006128","Dental Providers"
"MO-006129","Ryan White Providers"
"MO-006129","Sexually Transmitted Disease Clinics"
"MO-006130","Dental Providers"
"MO-006131","Federally Qualified Health Centers - Medical Services"
"MO-006132","Hemophilia Treatment Centers"
"MO-006133","Family Planning Providers"
"MO-006133","Sexually Transmitted Disease Clinics"
"MO-006134","Dental Providers"
"MO-006134","Family Planning Providers"
"MO-006134","Federally Qualified Health Centers - Medical Services"
"MO-006135","Rural Health Clinics"
"MO-006136","Rural Health Clinics"
"MO-006137","Rural Health Clinics"
"MO-006138","Other ECP Providers"
"MO-006138","Rural Health Clinics"
"MO-006139","Other ECP Providers"
"MO-006140","Other ECP Providers"
"MO-006140","Rural Health Clinics"
"MO-006141","Federally Qualified Health Centers - Medical Services"
"MO-006142","Dental Providers"
"MO-006142","Federally Qualified Health Centers - Medical Services"
"MO-006143","Rural Health Clinics"
"MO-006144","Inpatient Hospitals (other than children's hospitals)"
"MO-006145","Rural Health Clinics"
"MO-006146","Dental Providers"
"MO-006146","Federally Qualified Health Centers - Medical Services"
"MO-006147","Dental Providers"
"MO-006148","Federally Qualified Health Centers - Medical Services"
"MO-006148","Rural Health Clinics"
"MO-006149","Federally Qualified Health Centers - Medical Services"
"MO-006150","Rural Health Clinics"
"MO-006151","Dental Providers"
"MO-006151","Federally Qualified Health Centers - Medical Services"
"MO-006152","Federally Qualified Health Centers - Medical Services"
"MO-006153","Dental Providers"
"MO-006153","Family Planning Providers"
"MO-006153","Federally Qualified Health Centers - Medical Services"
"MO-006154","Family Planning Providers"
"MO-006154","Sexually Transmitted Disease Clinics"
"MO-006155","Dental Providers"
"MO-006155","Federally Qualified Health Centers - Medical Services"
"MO-006156","Dental Providers"
"MO-006157","Rural Health Clinics"
"MO-006158","Inpatient Hospitals (other than children's hospitals)"
"MO-006159","Rural Health Clinics"
"MO-006160","Community Mental Health Centers"
"MO-006161","Dental Providers"
"MO-006161","Federally Qualified Health Centers - Medical Services"
"MO-006162","Dental Providers"
"MO-006162","Federally Qualified Health Centers - Medical Services"
"MO-006163","Rural Health Clinics"
"MO-006164","Rural Health Clinics"
"MO-006165","Family Planning Providers"
"MO-006166","Rural Health Clinics"
"MO-006167","Rural Health Clinics"
"MO-006168","Federally Qualified Health Centers - Medical Services"
"MO-006169","Dental Providers"
"MO-006170","Rural Health Clinics"
"MO-006171","Dental Providers"
"MO-006171","Federally Qualified Health Centers - Medical Services"
"MO-006172","Family Planning Providers"
"MO-006172","Sexually Transmitted Disease Clinics"
"MO-006173","Rural Health Clinics"
"MO-006174","Rural Health Clinics"
"MO-006175","Dental Providers"
"MO-006176","Dental Providers"
"MO-006176","Federally Qualified Health Centers - Medical Services"
"MO-006177","Rural Health Clinics"
"MO-006178","Rural Health Clinics"
"MO-006179","Rural Health Clinics"
"MO-006180","Rural Health Clinics"
"MO-006181","Rural Health Clinics"
"MO-006182","Rural Health Clinics"
"MO-006183","Dental Providers"
"MO-006183","Federally Qualified Health Centers - Medical Services"
"MO-006184","Dental Providers"
"MO-006185","Federally Qualified Health Centers - Medical Services"
"MO-006186","Federally Qualified Health Centers - Medical Services"
"MO-006187","Dental Providers"
"MO-006187","Federally Qualified Health Centers - Medical Services"
"MO-006188","Family Planning Providers"
"MO-006188","Sexually Transmitted Disease Clinics"
"MO-006189","Rural Health Clinics"
"MO-006190","Dental Providers"
"MO-006190","Family Planning Providers"
"MO-006190","Federally Qualified Health Centers - Medical Services"
"MO-006191","Dental Providers"
"MO-006191","Family Planning Providers"
"MO-006191","Federally Qualified Health Centers - Medical Services"
"MO-006192","Dental Providers"
"MO-006192","Federally Qualified Health Centers - Medical Services"
"MO-006193","Rural Health Clinics"
"MO-006194","Dental Providers"
"MO-006194","Federally Qualified Health Centers - Medical Services"
"MO-006195","Federally Qualified Health Centers - Medical Services"
"MO-006196","Outpatient Hospital Clinics"
"MO-006197","Family Planning Providers"
"MO-006197","Sexually Transmitted Disease Clinics"
"MO-006198","Rural Health Clinics"
"MO-006199","Federally Qualified Health Centers - Medical Services"
"MO-006200","Family Planning Providers"
"MO-006201","Inpatient Hospitals (other than children's hospitals)"
"MO-006202","Dental Providers"
"MO-006202","Federally Qualified Health Centers - Medical Services"
"MO-006203","Family Planning Providers"
"MO-006204","Dental Providers"
"MO-006205","Federally Qualified Health Centers - Medical Services"
"MO-006206","Federally Qualified Health Centers - Medical Services"
"MO-006207","Family Planning Providers"
"MO-006207","Sexually Transmitted Disease Clinics"
"MO-006208","Family Planning Providers"
"MO-006208","Sexually Transmitted Disease Clinics"
"MO-006209","Dental Providers"
"MO-006209","Federally Qualified Health Centers - Medical Services"
"MO-006210","Dental Providers"
"MO-006210","Outpatient Hospital Clinics"
"MO-006211","Inpatient Hospitals (other than children's hospitals)"
"MO-006212","Dental Providers"
"MO-006212","Federally Qualified Health Centers - Medical Services"
"MO-006212","Ryan White Providers"
"MO-006212","Sexually Transmitted Disease Clinics"
"MO-006212","Tuberculosis Clinics"
"MO-006213","Children's Hospitals (inpatient only)"
"MO-006214","Dental Providers"
"MO-006215","Hemophilia Treatment Centers"
"MO-006216","Federally Qualified Health Centers - Medical Services"
"MO-006217","Family Planning Providers"
"MO-006218","Federally Qualified Health Centers - Medical Services"
"MO-006218","Ryan White Providers"
"MO-006218","Sexually Transmitted Disease Clinics"
"MO-006218","Tuberculosis Clinics"
"MO-006219","Community Mental Health Centers"
"MO-006219","Dental Providers"
"MO-006219","Federally Qualified Health Centers - Medical Services"
"MO-006220","Family Planning Providers"
"MO-006221","Dental Providers"
"MO-006222","Dental Providers"
"MO-006222","Federally Qualified Health Centers - Medical Services"
"MO-006223","Federally Qualified Health Centers - Medical Services"
"MO-006224","Federally Qualified Health Centers - Medical Services"
"MO-006225","Rural Health Clinics"
"MO-006226","Dental Providers"
"MO-006226","Federally Qualified Health Centers - Medical Services"
"MO-006227","Rural Health Clinics"
"MO-006228","Dental Providers"
"MO-006228","Federally Qualified Health Centers - Medical Services"
"MO-006229","Rural Health Clinics"
"MO-006230","Federally Qualified Health Centers - Medical Services"
"MO-006231","Rural Health Clinics"
"MO-006232","Federally Qualified Health Centers - Medical Services"
"MO-006233","Federally Qualified Health Centers - Medical Services"
"MO-006234","Rural Health Clinics"
"MO-006235","Rural Health Clinics"
"MO-006236","Family Planning Providers"
"MO-006237","Federally Qualified Health Centers - Medical Services"
"MO-006238","Dental Providers"
"MO-006238","Family Planning Providers"
"MO-006238","Federally Qualified Health Centers - Medical Services"
"MO-006239","Dental Providers"
"MO-006239","Federally Qualified Health Centers - Medical Services"
"MO-006240","Federally Qualified Health Centers - Medical Services"
"MO-006241","Dental Providers"
"MO-006241","Federally Qualified Health Centers - Medical Services"
"MO-006242","Sexually Transmitted Disease Clinics"
"MO-006243","Rural Health Clinics"
"MO-006244","Rural Health Clinics"
"MO-006245","Federally Qualified Health Centers - Medical Services"
"MO-006246","Family Planning Providers"
"MO-006246","Sexually Transmitted Disease Clinics"
"MO-006247","Dental Providers"
"MO-006247","Federally Qualified Health Centers - Medical Services"
"MO-006248","Dental Providers"
"MO-006248","Federally Qualified Health Centers - Medical Services"
"MO-006249","Rural Health Clinics"
"MO-006250","Federally Qualified Health Centers - Medical Services"
"MO-006251","Dental Providers"
"MO-006252","Federally Qualified Health Centers - Medical Services"
"MO-006253","Rural Health Clinics"
"MO-006254","Inpatient Hospitals (other than children's hospitals)"
"MO-006255","Dental Providers"
"MO-006255","Family Planning Providers"
"MO-006255","Federally Qualified Health Centers - Medical Services"
"MO-006256","Other ECP Providers"
"MO-006257","Rural Health Clinics"
"MO-006258","Rural Health Clinics"
"MO-006259","Rural Health Clinics"
"MO-006260","Other ECP Providers"
"MO-006260","Rural Health Clinics"
"MO-006260","Sexually Transmitted Disease Clinics"
"MO-006260","Tuberculosis Clinics"
"MO-006261","Community Mental Health Centers"
"MO-006261","Dental Providers"
"MO-006261","Federally Qualified Health Centers - Medical Services"
"MO-006262","Rural Health Clinics"
"MO-006263","Rural Health Clinics"
"MO-006264","Inpatient Hospitals (other than children's hospitals)"
"MO-006265","Rural Health Clinics"
"MO-006266","Rural Health Clinics"
"MO-006267","Federally Qualified Health Centers - Medical Services"
"MO-006268","Family Planning Providers"
"MO-006268","Rural Health Clinics"
"MO-006268","Sexually Transmitted Disease Clinics"
"MO-006268","Tuberculosis Clinics"
"MO-006269","Rural Health Clinics"
"MO-006270","Rural Health Clinics"
"MO-006271","Inpatient Hospitals (other than children's hospitals)"
"MO-006272","Rural Health Clinics"
"MO-006273","Rural Health Clinics"
"MO-006274","Rural Health Clinics"
"MO-006275","Dental Providers"
"MO-006275","Federally Qualified Health Centers - Medical Services"
"MO-006276","Federally Qualified Health Centers - Medical Services"
"MO-006277","Rural Health Clinics"
"MO-006278","Rural Health Clinics"
"MO-006279","Rural Health Clinics"
"MO-006280","Rural Health Clinics"
