state,report_years,years_max,base_population,geo_unit,geography,category,subcategory,measure_group,measure_value,indicator,estimate,lower_CI,upper_CI
Montana,2017-2018,2018,grade 3,state,Montana,race / ethnicity,American Indian,caries,untreated,untreated caries,30.1,15,45.3
Mississippi,2009-2010,2010,grade 3,state,Mississippi,race / ethnicity + school lunch status,Non-Hispanic Black yes frl,caries,untreated,untreated caries,41.8,38.5,45.2
Arizona,2015,2015,grade 3,state,Arizona,school percent participation in school lunch program,< 25%,caries,any history,caries experience,41.8,38.4,45.2
Montana,2005-2006,2006,Head Start,state,Montana,race / ethnicity,Native American,caries,any history,caries experience,40.8,36.4,45.2
Washington,2005,2005,grade 3,state,Washington,race / ethnicity,Asian,dental sealants,present,dental sealants,38.8,32.5,45.2
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,3 times per day,caries,any history,caries experience,38.8,32.4,45.2
Missouri,2019,2019,grade 3,state,Missouri,school percent participation in school lunch program,50 - 74%,caries,untreated,untreated caries,34.8,24.3,45.2
Mississippi,2007-2008,2008,Head Start,state,Mississippi,gender,female,caries,untreated,untreated caries,42.1,39.1,45.1
Nevada,2003,2003,grade 3,state,Nevada,insurance,dental insurance,dental sealants,present,dental sealants,39.2,33.3,45.1
Alabama,2011-2013,2013,grade K + 3,state,Alabama,school percent participation in school lunch program,< 50%,caries,any history,caries experience,39,32.8,45.1
Florida,2013-2014,2014,grade 3,state,Florida,school percent participation in school lunch program,25 - 49%,dental sealants,present,dental sealants,38.4,31.8,45.1
Wisconsin,2014,2014,Head Start,state,Wisconsin,race / ethnicity,Black,caries,any history,caries experience,37.7,30.2,45.1
Kentucky,2016,2016,grade 3 + 6,state,Kentucky,race / ethnicity,White,caries,untreated,untreated caries,43,40,45
Kentucky,2016,2016,grade 3,state,Kentucky,all,total,caries,untreated,untreated caries,42,39,45
Illinois,2018-2019,2019,grade 3,state,Illinois,gender,female,caries,any history,caries experience,41.6,38.1,45
Washington,2015-2016,2016,grade 2,state,Washington,language spoken at home,english,caries,any history,caries experience,41,37,45
Connecticut,2007,2007,grade 3,state,Connecticut,race / ethnicity,White,dental sealants,present,dental sealants,40.9,36.7,45
Washington,2015-2016,2016,grade 3,state,Washington,child school lunch program enrollment or eligibility,not eligible,caries,any history,caries experience,41,36,45
Colorado,2011-2012,2012,Kindergarten,state,Colorado,gender,male,caries,any history,caries experience,40.2,35.4,45
Nevada,2004,2004,Head Start,state,Nevada,dental care accessible,yes,caries,early childhood caries,early childhood caries,39.8,34.6,45
Washington,2015-2016,2016,Head Start,state,Washington,race / ethnicity,Non-Hispanic Black,caries,any history,caries experience,33,32,45
Washington,2015-2016,2016,Kindergarten,state,Washington,race / ethnicity,Non-Hispanic Black,caries,any history,caries experience,38,31,45
Washington,2015-2016,2016,Head Start,state,Washington,race / ethnicity,multiple,caries,any history,caries experience,37,29,45
Washington,2015-2016,2016,grade 2,state,Washington,race / ethnicity,Non-Hispanic Black,dental sealants,present,dental sealants,36,29,45
Mississippi,2009-2010,2010,grade 3,state,Mississippi,race / ethnicity,Non-Hispanic Black,treatment need,early or urgent,treatment need: early or urgent,41.8,28.7,45
Washington,2015-2016,2016,grade 3,state,Washington,race / ethnicity,multiple,caries,rampant,rampant caries,20,15,45
Colorado,2006-2007,2007,grade 3,state,Colorado,race / ethnicity,White,dental sealants,present,dental sealants,42.4,40,44.8
Connecticut,2007,2007,grade 3,state,Connecticut,all,total,caries,any history,caries experience,40.6,36.3,44.8
Hawaii,2014-2015,2015,grade 3,state,Hawaii,race / ethnicity,other Pacific Islander,dental sealants,present,dental sealants,34.4,24,44.8
Utah,2015-2016,2016,age 6 - 9,state,Utah,insurance,private,caries,any history,caries experience,32.9,21.1,44.8
Mississippi,2007-2008,2008,Head Start,state,Mississippi,gender,female,treatment need,early or urgent,treatment need: early or urgent,41.7,38.7,44.7
Colorado,2011-2012,2012,grade 3,state,Colorado,school percent participation in school lunch program,> 50%,dental sealants,present,dental sealants,40.3,35.9,44.7
Maine,2017,2017,grade 3,state,Maine,gender,male,caries,any history,caries experience,36.8,28.8,44.7
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,school percent participation in school lunch program,low proportion,dental sealants,present,dental sealants,35.6,26.5,44.7
Nevada,2007,2007,Head Start,state,Nevada,insurance,no dental insurance,caries,untreated,untreated caries,38.1,31.55,44.65
Illinois,2018-2019,2019,grade 3,state,Illinois,all,total,caries,any history,caries experience,41.6,38.7,44.6
Hawaii,2014-2015,2015,grade 3,state,Hawaii,annual dental visit,yes,dental sealants,present,dental sealants,41.1,37.6,44.6
Illinois,2013-2014,2014,grade 3,state,Illinois,dental insurance,no,dental sealants,present,dental sealants,38.4,32.6,44.6
Maine,2017,2017,grade K + 3,state,Maine,ethnicity,Hispanic,treatment need,early or urgent,treatment need: early or urgent,24.2,3.8,44.6
Mississippi,2009-2010,2010,grade 3,state,Mississippi,race / ethnicity,Non-Hispanic Black,caries,untreated,untreated caries,41.4,38.2,44.5
Hawaii,2014-2015,2015,grade 3,state,Hawaii,child school lunch program enrollment or eligibility,not enrolled,dental sealants,present,dental sealants,40.9,37.5,44.5
Hawaii,2014-2015,2015,grade 3,state,Hawaii,gender,male,dental sealants,present,dental sealants,40.9,37.3,44.5
Rhode Island,2010-2011,2011,grade 3,state,Rhode Island,race / ethnicity,White non-Hispanic,dental sealants,present,dental sealants,39.5,34.6,44.5
Washington,2005,2005,grade 3,state,Washington,race / ethnicity,Hispanic,dental sealants,present,dental sealants,38.7,32.9,44.5
Colorado,2016-2017,2017,grade 3,state,Colorado,race / ethnicity,White,caries,any history,caries experience,37.9,31.3,44.5
Utah,2015-2016,2016,age 6 - 9,state,Utah,age,age 7,dental sealants,present,dental sealants,35.9,27.3,44.5
Florida,2016-2017,2017,grade 3,state,Florida,race / ethnicity,Non-Hispanic Black,caries,untreated,untreated caries,34.6,24.7,44.5
Montana,2016,2016,Head Start,state,Montana,gender,female,caries,any history,caries experience,36.4,28.4,44.4
Florida,2016-2017,2017,grade 3,state,Florida,insurance,no insurance,dental sealants,present,dental sealants,35,25.7,44.4
Florida,2016-2017,2017,grade 3,state,Florida,toothache status,no toothache,caries,any history,caries experience,39.5,34.8,44.3
South Dakota,2014,2014,grade 3,state,South Dakota,annual dental visit,no,dental sealants,present,dental sealants,35.4,26.6,44.3
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,race / ethnicity,White non-Hispanic,dental sealants,present,dental sealants,37.7,31.1,44.2
Wisconsin,2014,2014,Head Start,state,Wisconsin,race / ethnicity,White,caries,any history,caries experience,36.2,28.2,44.2
Nevada,2007,2007,Head Start,state,Nevada,difficulty accessing dental care,difficulty,caries,early childhood caries,early childhood caries,36.7,29.22,44.18
Colorado,2011-2012,2012,Kindergarten,state,Colorado,gender,female,caries,any history,caries experience,39.5,34.9,44.1
Maine,2017,2017,grade K + 3,state,Maine,gender,male,caries,any history,caries experience,36.9,29.8,44.1
Nebraska,2005,2005,grade 3,state,Nebraska,school percent participation in school lunch program,> 75%,caries,untreated,untreated caries,30,15.9,44.1
Washington,2005,2005,grade 2 + 3,state,Washington,race / ethnicity,minority,dental sealants,present,dental sealants,39.5,35,44
Connecticut,2017,2017,grade 3,state,Connecticut,all,total,dental sealants,present,dental sealants,38.8,33.6,44
Maine,2017,2017,grade K + 3,state,Maine,race,multiple,caries,any history,caries experience,33.7,23.5,44
Nevada,2007,2007,Head Start,state,Nevada,race / ethnicity,multiple or other,treatment need,early,treatment need: early,31.1,18.2,44
Colorado,2016-2017,2017,grade 3,state,Colorado,race / ethnicity,other,caries,untreated,untreated caries,27.2,10.5,44
Mississippi,2007-2008,2008,Head Start,state,Mississippi,race / ethnicity,Non-Hispanic White,caries,untreated,untreated caries,37.5,31.1,43.9
Florida,2016-2017,2017,grade 3,state,Florida,insurance,toothache,dental sealants,present,dental sealants,32.8,21.7,43.9
Montana,2016,2016,Head Start,state,Montana,race / ethnicity,other minorities,caries,any history,caries experience,30.5,17,43.9
Connecticut,2017,2017,grade 3,state,Connecticut,school percent participation in school lunch program,< 25%,caries,any history,caries experience,36.6,29.4,43.8
Colorado,2003-2004,2004,Kindergarten,state,Colorado,race / ethnicity,Hispanic,caries,untreated,untreated caries,38.7,33.7,43.7
Connecticut,2017,2017,grade 3,state,Connecticut,race / ethnicity,White,caries,any history,caries experience,38,32.3,43.7
Michigan,2015-2016,2016,grade 3,state,Michigan,dental insurance,no insurance,dental sealants,present,dental sealants,30.8,17.8,43.7
Colorado,2003-2004,2004,grade 3,state,Colorado,race / ethnicity,Hispanic,caries,untreated,untreated caries,37.4,31.2,43.6
Michigan,2015-2016,2016,grade 3,state,Michigan,dental insurance,no insurance,treatment need,early,treatment need: early,33.3,23,43.6
Hawaii,2014-2015,2015,grade 3,state,Hawaii,gender,female,dental sealants,present,dental sealants,40.1,36.8,43.5
Colorado,2003-2004,2004,grade 3,state,Colorado,race / ethnicity,White,dental sealants,present,dental sealants,38.1,32.7,43.5
Michigan,2015-2016,2016,grade 3,state,Michigan,gender,male,dental sealants,present,dental sealants,37.6,31.7,43.5
Utah,2010-2011,2011,age 6 - 9,state,Utah,insurance,medicaid,caries,untreated,untreated caries,35.3,27.2,43.5
Florida,2016-2017,2017,grade 3,state,Florida,insurance,no insurance,caries,untreated,untreated caries,32.8,22,43.5
Mississippi,2015-2016,2016,grade 3,state,Mississippi,race / ethnicity + school lunch status,Black no frl,dental sealants,present,dental sealants,30.9,18.3,43.5
Maine,2019,2019,grade K + 3,state,Maine,gender,male,dental sealants,present,dental sealants,30.6,17.7,43.5
Maine,2017,2017,grade K + 3,state,Maine,ethnicity,Hispanic,caries,untreated,untreated caries,23.1,2.7,43.5
Mississippi,2007-2008,2008,Head Start,state,Mississippi,gender,male,treatment need,early or urgent,treatment need: early or urgent,40.4,37.4,43.4
New Hampshire,2007-2008,2008,Head Start,state,New Hampshire,all,total,caries,any history,caries experience,40.2,37,43.4
Washington,2010,2010,grade 2,state,Washington,all,total,dental sealants,present,dental sealants,39,35.3,43.4
Vermont,2016-2017,2017,grade K + 3,state,Vermont,dental insurance,medicaid or medicaid/cash,caries,any history,caries experience,37.6,31.8,43.4
Maine,2017,2017,grade 3,state,Maine,all,total,caries,any history,caries experience,36.9,30.4,43.4
Maine,2019,2019,grade K + 3,state,Maine,gender,female,treatment need,early or urgent,treatment need: early or urgent,23.4,3.4,43.4
Mississippi,2007-2008,2008,Head Start,state,Mississippi,race / ethnicity,Non-Hispanic Black,treatment need,early or urgent,treatment need: early or urgent,41,38.7,43.3
Washington,2005,2005,grade 2,state,Washington,all,total,dental sealants,present,dental sealants,39.3,35.3,43.3
Connecticut,2017,2017,grade 3,state,Connecticut,race / ethnicity,White,dental sealants,present,dental sealants,38.3,33.2,43.3
Maine,2015,2015,grade K + 3,state,Maine,gender,male,caries,any history,caries experience,37.1,30.9,43.3
Missouri,2019,2019,grade 3,state,Missouri,race / ethnicity,Hispanic,caries,untreated,untreated caries,31.8,20.4,43.3
Colorado,2016-2017,2017,Kindergarten,state,Colorado,race / ethnicity,other,caries,untreated,untreated caries,31.2,19,43.3
Mississippi,2007-2008,2008,Head Start,state,Mississippi,all,total,treatment need,early or urgent,treatment need: early or urgent,41,38.9,43.2
Montana,2005-2006,2006,Head Start,state,Montana,race / ethnicity,White,caries,early childhood caries,early childhood caries,37.3,31.3,43.2
Mississippi,2009-2010,2010,grade 3,state,Mississippi,insurance,no insurance,caries,untreated,untreated caries,42.6,29.8,43.2
New York,2002-2004,2004,grade 3,state,New York,family income,low income,caries,untreated,untreated caries,40.8,38.448,43.152
Mississippi,2007-2008,2008,Head Start,state,Mississippi,all,total,caries,untreated,untreated caries,40.9,38.8,43.1
Nevada,2003,2003,grade 3,state,Nevada,all,total,caries,untreated,untreated caries,39,35,43.1
Michigan,2015-2016,2016,grade 3,state,Michigan,age,age 7 - 8,dental sealants,present,dental sealants,37.7,32.3,43.1
Mississippi,2007-2008,2008,Head Start,state,Mississippi,race / ethnicity,Non-Hispanic Black,caries,untreated,untreated caries,40.7,38.4,43
Kentucky,2016,2016,grade 3 + 6,state,Kentucky,race / ethnicity,White,treatment need,early,treatment need: early,41,38,43
Washington,2010,2010,Kindergarten,state,Washington,all,total,caries,any history,caries experience,40,36,43
Rhode Island,2010-2011,2011,grade 3,state,Rhode Island,school percent participation in school lunch program,high proportion,dental sealants,present,dental sealants,38.8,34.7,43
Washington,2005,2005,grade 2 + 3,state,Washington,language spoken at home,other language,dental sealants,present,dental sealants,37.8,32.6,43
Missouri,2019,2019,grade 3,state,Missouri,school percent participation in school lunch program,50 - 74%,dental sealants,present,dental sealants,36.3,29.5,43
Montana,2016,2016,Head Start,state,Montana,race / ethnicity,White,caries,any history,caries experience,37.2,31.4,42.9
Mississippi,2007-2008,2008,Head Start,state,Mississippi,gender,male,caries,untreated,untreated caries,39.8,36.8,42.8
Michigan,2015-2016,2016,grade 3,state,Michigan,race / ethnicity,White,dental sealants,present,dental sealants,38.9,35.1,42.8
Nevada,2004,2004,Head Start,state,Nevada,race / ethnicity,minority non-Hispanic,caries,untreated,untreated caries,38.7,34.6,42.8
Maine,2019,2019,grade K + 3,state,Maine,gender,male,treatment need,early or urgent,treatment need: early or urgent,27.2,11.7,42.8
Arizona,2015,2015,grade 3,state,Arizona,school percent participation in school lunch program,25 - 49%,caries,untreated,untreated caries,26.7,10.6,42.8
Connecticut,2012,2012,grade 3,state,Connecticut,all,total,caries,any history,caries experience,39.6,36.5,42.7
Rhode Island,2010-2011,2011,grade 3,state,Rhode Island,all,total,dental sealants,present,dental sealants,39.1,35.5,42.7
Michigan,2015-2016,2016,grade 3,state,Michigan,age,age 9 - 10,dental sealants,present,dental sealants,37.2,31.8,42.7
Michigan,2015-2016,2016,grade 3,state,Michigan,race / ethnicity,Asian,dental sealants,present,dental sealants,29.8,17,42.7
Michigan,2015-2016,2016,grade 3,state,Michigan,race / ethnicity,Black,dental sealants,present,dental sealants,29.5,16.3,42.7
Nevada,2007,2007,Head Start,state,Nevada,race / ethnicity,American Indian,caries,early childhood caries,early childhood caries,34.9,27.17,42.63
