data_id,table_2019_benchmark,table_actual,base_population,ages,ages_min,indicator_specific,indicator_abbr,indicator_short,tooth_location,dentition_set,category,subcategory,years,statistic,estimate_value,estimate_SE,lower_CI,upper_CI
11150,t33,t47,ages 20-64,35-49,35,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,age (years),35 -- 49,1988 - 1994,percent,3.69,0.54,2.6316,4.7484
11151,t34,t46,ages 20-64,35-49,35,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,age (years),35 -- 49,1988 - 1994,mean,24.14,0.16,23.8264,24.4536
11153,t26,t41,ages 20-64,35-49,35,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,age (years),35 -- 49,1988 - 1994,percent,26.26,1.28,23.7512,28.7688
11159,t28,t28,ages 20-64,35-49,35,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,12.7,0.81,11.1124,14.2876
11160,t28,t28,ages 20-64,35-49,35,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,87.4,0.81,85.8124,88.9876
11161,t33,t33,ages 20-64,35-49,35,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,age (years),35 -- 49,1999 - 2004,percent,2.7,0.38,1.9552,3.4448
11162,t34,t34,ages 20-64,35-49,35,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,25,0.1,24.804,25.196
11164,t26,t26,ages 20-64,35-49,35,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,percent,25.4,1.24,22.9696,27.8304
11170,t28,t28,ages 20-64,35-49,35,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,14.4,0.93,12.5772,16.2228
11171,t28,t28,ages 20-64,35-49,35,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,85.6,0.93,83.7772,87.4228
11172,t33,t33,ages 20-64,35-49,35,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,age (years),35 -- 49,2011 - 2016,percent,1.6,0.32,0.9728,2.2272
11173,t34,t34,ages 20-64,35-49,35,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,25.5,0.1,25.304,25.696
11175,t26,t26,ages 20-64,35-49,35,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,percent,26.4,1.4,23.656,29.144
11154,t27,t27,ages 20-64,35-49,35,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,8.8,0.12,8.5648,9.0352
11165,t27,t27,ages 20-64,35-49,35,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,7.5,0.12,7.2648,7.7352
11156,t27,t27,ages 20-64,35-49,35,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,11.3,0.13,11.0452,11.5548
11167,t27,t27,ages 20-64,35-49,35,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,9.4,0.15,9.106,9.694
11155,t27,t27,ages 20-64,35-49,35,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,0.8,0.06,0.6824,0.9176
11166,t27,t27,ages 20-64,35-49,35,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,0.9,0.06,0.7824,1.0176
11157,t27,t27,ages 20-64,35-49,35,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,8,0.14,7.7256,8.2744
11168,t27,t27,ages 20-64,35-49,35,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,6.6,0.14,6.3256,6.8744
11158,t27,t27,ages 20-64,35-49,35,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,mean,2.5,0.1,2.304,2.696
11169,t27,t27,ages 20-64,35-49,35,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,mean,1.8,0.1,1.604,1.996
10752,t27,t27,ages 20-64,20-64,20,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,6.7,0.13,6.4452,6.9548
10753,t27,t27,ages 20-64,20-64,20,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,1.5,0.07,1.3628,1.6372
10755,t27,t27,ages 20-64,20-64,20,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,5.2,0.15,4.906,5.494
10756,t27,t27,ages 20-64,20-64,20,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,3.2,0.1,3.004,3.396
10757,t34,t34,ages 20-64,20-64,20,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,24.1,0.12,23.8648,24.3352
10758,t25,t25,ages 20-64,20-64,20,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,percent,88.8,0.71,87.4084,90.1916
10759,t26,t26,ages 20-64,20-64,20,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,percent,40.6,1.24,38.1696,43.0304
10760,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,27.1,1.04,25.0616,29.1384
10761,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,73,1.04,70.9616,75.0384
10762,t33,t33,ages 20-64,20-64,20,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,percent,4.7,0.56,3.6024,5.7976
10763,t27,t27,ages 20-64,20-64,20,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,7.7,0.1,7.504,7.896
10764,t27,t27,ages 20-64,20-64,20,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,0.6,0.04,0.5216,0.6784
10766,t27,t27,ages 20-64,20-64,20,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,7.1,0.11,6.8844,7.3156
10767,t27,t27,ages 20-64,20-64,20,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,1.3,0.06,1.1824,1.4176
10768,t34,t34,ages 20-64,20-64,20,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,26.1,0.06,25.9824,26.2176
10769,t25,t25,ages 20-64,20-64,20,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,90.2,0.54,89.1416,91.2584
10770,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,9,0.57,7.8828,10.1172
10771,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,91,0.57,89.8828,92.1172
10772,t33,t33,ages 20-64,20-64,20,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,1.1,0.19,0.7276,1.4724
10773,t26,t26,ages 20-64,20-64,20,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,17.7,1,15.74,19.66
10754,t27,t27,ages 20-64,20-64,20,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,9.9,0.14,9.6256,10.1744
10765,t27,t27,ages 20-64,20-64,20,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,9,0.11,8.7844,9.2156
10586,t27,t27,ages 20-64,20-64,20,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,7.6,0.13,7.3452,7.8548
10587,t27,t27,ages 20-64,20-64,20,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,1.5,0.12,1.2648,1.7352
10588,t27,t27,ages 20-64,20-64,20,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,12,0.19,11.6276,12.3724
10589,t27,t27,ages 20-64,20-64,20,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,6.2,0.15,5.906,6.494
10590,t27,t27,ages 20-64,20-64,20,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,4.3,0.14,4.0256,4.5744
10591,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,23.3,1.31,20.7324,25.8676
10592,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,76.7,1.31,74.1324,79.2676
10593,t33,t33,ages 20-64,20-64,20,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,percent,8.2,0.66,6.9064,9.4936
10594,t34,t34,ages 20-64,20-64,20,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,mean,23.3,0.16,22.9864,23.6136
10595,t25,t25,ages 20-64,20-64,20,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,percent,91.5,0.67,90.1868,92.8132
10596,t26,t26,ages 20-64,20-64,20,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,cigarette smoking history,current smoker,1999 - 2004,percent,38.7,1.62,35.5248,41.8752
10597,t27,t27,ages 20-64,20-64,20,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,8.5,0.16,8.1864,8.8136
10598,t27,t27,ages 20-64,20-64,20,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,0.6,0.08,0.4432,0.7568
10599,t27,t27,ages 20-64,20-64,20,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,10.9,0.18,10.5472,11.2528
10600,t27,t27,ages 20-64,20-64,20,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,8,0.15,7.706,8.294
10601,t27,t27,ages 20-64,20-64,20,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,2.3,0.13,2.0452,2.5548
10602,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,9.9,0.94,8.0576,11.7424
10603,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,90.1,0.94,88.2576,91.9424
10604,t33,t33,ages 20-64,20-64,20,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,percent,3.4,0.48,2.4592,4.3408
10605,t34,t34,ages 20-64,20-64,20,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,mean,25.1,0.12,24.8648,25.3352
10606,t25,t25,ages 20-64,20-64,20,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,percent,92.4,0.85,90.734,94.066
10607,t26,t26,ages 20-64,20-64,20,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,cigarette smoking history,former smoker,1999 - 2004,percent,20.2,1.62,17.0248,23.3752
10608,t27,t27,ages 20-64,20-64,20,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,never smoked,1999 - 2004,mean,8.3,0.11,8.0844,8.5156
10609,t27,t27,ages 20-64,20-64,20,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,cigarette smoking history,never smoked,1999 - 2004,mean,0.6,0.03,0.5412,0.6588
10610,t27,t27,ages 20-64,20-64,20,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,never smoked,1999 - 2004,mean,10.2,0.12,9.9648,10.4352
10611,t27,t27,ages 20-64,20-64,20,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,cigarette smoking history,never smoked,1999 - 2004,mean,7.7,0.13,7.4452,7.9548
10612,t27,t27,ages 20-64,20-64,20,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,cigarette smoking history,never smoked,1999 - 2004,mean,1.9,0.09,1.7236,2.0764
10613,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,never smoked,1999 - 2004,mean,11.2,0.58,10.0632,12.3368
10614,t28,t28,ages 20-64,20-64,20,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,cigarette smoking history,never smoked,1999 - 2004,mean,88.9,0.58,87.7632,90.0368
