"data_id","table_2019_benchmark","table_actual","base_population","ages","ages_min","indicator_specific","indicator_abbr","indicator_short","tooth_location","dentition_set","category","subcategory","years","statistic","confidence_level","confidence_value","order"
11333,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","upper_CI",2.096,96760
11296,"t11","t11","ages 6-11","6-11",6,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",0.4824,3241
11296,"t11","t11","ages 6-11","6-11",6,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",0.7176,96758
11302,"t11","t11","ages 6-11","6-11",6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",2.0628,3243
11302,"t11","t11","ages 6-11","6-11",6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",2.3372,96756
11320,"t11","t11","ages 6-11","6-11",6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",1.7844,3245
11320,"t11","t11","ages 6-11","6-11",6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",2.2156,96754
11303,"t11","t11","ages 6-11","6-11",6,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",1.4432,3247
11303,"t11","t11","ages 6-11","6-11",6,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",1.7568,96752
11304,"t11","t11","ages 6-11","6-11",6,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",NA,3249
11304,"t11","t11","ages 6-11","6-11",6,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",NA,96750
11305,"t21","t21","ages 6-11","6-11",6,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",3.102,3251
11305,"t21","t21","ages 6-11","6-11",6,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",3.298,96748
11306,"t21","t21","ages 6-11","6-11",6,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",0.2628,3253
11306,"t21","t21","ages 6-11","6-11",6,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",0.5372,96746
11307,"t21","t21","ages 6-11","6-11",6,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",0.4648,3255
11307,"t21","t21","ages 6-11","6-11",6,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",0.9352,96744
11308,"t20","t20","ages 6-11","6-11",6,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",3.4432,3257
11308,"t20","t20","ages 6-11","6-11",6,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",3.7568,96742
11309,"t09","t09","ages 6-11","6-11",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","percent","lower_CI",19.3736,3259
11309,"t09","t09","ages 6-11","6-11",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","percent","upper_CI",24.6264,96740
11310,"t19","t19","ages 6-11","6-11",6,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","percent","lower_CI",35.4112,3261
11310,"t19","t19","ages 6-11","6-11",6,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","percent","upper_CI",42.3888,96738
11311,"t10","t10","ages 6-11","6-11",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","percent","lower_CI",5.5084,3263
11311,"t10","t10","ages 6-11","6-11",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","percent","upper_CI",8.2916,96736
11312,"t12","t12","ages 6-11","6-11",6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",22.7144,3265
11312,"t12","t12","ages 6-11","6-11",6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",35.8856,96734
11313,"t12","t12","ages 6-11","6-11",6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",62.4928,3267
11313,"t12","t12","ages 6-11","6-11",6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",75.5072,96732
11314,"t11","t11","ages 6-11","6-11",6,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",0.2844,3269
11314,"t11","t11","ages 6-11","6-11",6,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",0.7156,96730
11294,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",0.0608,3271
11294,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",0.1392,96728
11300,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",0.0608,3273
11300,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",0.1392,96726
11318,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",NA,3275
11318,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",NA,96724
11321,"t11","t11","ages 6-11","6-11",6,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",1.2256,3277
11321,"t11","t11","ages 6-11","6-11",6,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",1.7744,96722
11322,"t11","t11","ages 6-11","6-11",6,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",NA,3279
11322,"t11","t11","ages 6-11","6-11",6,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",NA,96720
11323,"t21","t21","ages 6-11","6-11",6,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",3.3628,3281
11323,"t21","t21","ages 6-11","6-11",6,"mean number of sealed first molars of those with dental sealants","sealed","# sealed first molars if have sealants","first molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",3.6372,96718
11324,"t21","t21","ages 6-11","6-11",6,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",NA,3283
11324,"t21","t21","ages 6-11","6-11",6,"mean number of sealed premolars of those with dental sealants","sealed","# sealed premolars if have sealants","premolars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",NA,96716
11325,"t21","t21","ages 6-11","6-11",6,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",0.2648,3285
11325,"t21","t21","ages 6-11","6-11",6,"mean number of sealed secondary molars of those with dental sealants","sealed","# sealed secondary molars if have sealants","secondary molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",0.7352,96714
11326,"t20","t20","ages 6-11","6-11",6,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",3.4236,3287
11326,"t20","t20","ages 6-11","6-11",6,"mean number of teeth with dental sealants of those with dental dental sealants","sealants","# sealants if have sealant","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",3.7764,96712
11327,"t09","t09","ages 6-11","6-11",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","percent","lower_CI",9.844,3289
11327,"t09","t09","ages 6-11","6-11",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","percent","upper_CI",14.156,96710
11328,"t19","t19","ages 6-11","6-11",6,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","percent","lower_CI",40.9996,3291
11328,"t19","t19","ages 6-11","6-11",6,"prevalence of dental sealants","sealants","prevalence of sealants","any teeth","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","percent","upper_CI",48.8004,96708
